Tweet,HateLabel,TopicID
"Then the Democrats cheated the vote, The new USSR. United States Socialist Republic is born.
Do this country a favor and put a gun to your head.
Our forefathers are rolling in their graves. All because of the gay Democrats.",2,1
I’m not gonna RT the video bc it’s unnecessarily cruel and really triggering but damn Tiffany Pollard being a transphobe when she’s supported gay people actually fuckin hurts more,1,1
"Things we dont need to bring into 2021: 
- Racism
- Homophobia
- Xenophobia
- Sexism
- Islamophobia 
- Terrorism
- Nepotism 
- Bullying
- Arrogance
- Egotism
- Chelsea/Liverpool 
- Transphobia
- Sexual assault/harassment
- Self-Entitlement

Happy New year everyone cheers 🤘🏾",0,1
"If you have been affected by domestic abuse, help is here now. #YouAreNotAlone - Anyone can be affected, regardless of age, gender or background.
Services want to hear from you and are ready to listen and help. Local contact details are at https://t.co/KRrmfQx0oN https://t.co/kG3naqS290",0,1
"On @SilentVoices_ with @NanjiNandang the end of year 2020 and Nigeria has witnessed a scourge in Sexual &amp;Gender-based Violence ranging from domestic violence,child abuse,human trafficking,sodomy,rape, and other related cases
Tell me the story that struck you the most this year
🧵 https://t.co/gAmcocJGpK",0,1
"Fellow LGBTQ+ peeps, how do we feel about the term ""alphabet mafia"" to describe our community? Personally, I think it's charming. It implies a little shady secretiveness, some strong familial bonds we share, a potential to wage war, etc. I like it, but LMK what you think.",0,1
"Featured Art of the Day: ""A Gender War Odyssey"". Buy it at: https://t.co/m5wUxwqyFQ https://t.co/RrEok3i03X",0,1
"#HappyNewYear to our gorgeous readers! Our intergalactic January issue comes fully loaded with provocative features, juicy #LGBTQ news, all topped off with a cover shot of #Brighton Barbarella @DavinaSparkle taken by the lovely @NickFordPhoto. Strap in&gt;&gt;https://t.co/IsWQEpO3jN. https://t.co/M5rbzbBRbS",0,1
"The EFF Gender-Based Violence Desk has been at the forefront of the war against Gender-Based Violence, embarking on mass action across the country and courts, to ensure that courts are not lenient towards perpetrators of violence. #BestOfEFF2020 https://t.co/TfsyRXwxPJ",0,1
"Anthony Crumbley was stabbed in #Boston because of his #femme appearance; #LGBTQ #AfricanAmericans are vulnerable to #discrimination, #harassment, #abuse &amp; #violence because of their actual or perceived #genderidentity and/or #genderexpression...

https://t.co/OKNNYL0ZCm",0,1
You either die a straight person or live enough to see yourself become a gay friend,2,1
"Marcus D'Amico, Who Originated Role Of Michael Tolliver On 'Tales Of The City,' Dead At 55 https://t.co/95nZ6YcVII #lgbt #talesofthecity #RIP https://t.co/1jETtgc65F",0,1
"""even during a global pandemic the lives of transgender people are in danger..I think this is an opportunity for everyone to question their relationships to gender and policing people’s gender in public.” Think of the trans while a-washing your hands https://t.co/ZqVNk91zzy",0,1
"The level of religious hypocrisy in that Kaduna Sex Party drama is so high. This same Kaduna that has prostitution, child abuse and gay activities!? Anyways this is just scapegoatism.",1,1
"""LGBTQI people are still being persecuted, tortured and even killed because of sodomy laws… that were put in place by British imperialists.""
- Lady Phyll ❤️🙏
 https://t.co/IufAx41GWI",0,1
"Start off the New Year by taking care of your heart! There many factors such as age, gender, family history, high blood pressure, diabetes and smoking, that play a part in early detection and prevention of heart disease. Visit: https://t.co/8p7yNqHnyY https://t.co/iW0Ia7v2G0",0,1
"The @US_FDA is funding a pilot study that could finally lead to the end of the blood donation ban targeting men who have sex with men. https://t.co/2TctCgz9lO
@bradhoylman @RepBrianHiggins @RepJoseSerrano @RepJudyChu",0,1
"🖋 Sign “Lift Restrictions on Gay Men Donating Blood” and I’ll deliver a copy to your officials: https://t.co/murcUrLIvS

📨 No. 5 is from Natalie to @BillCassidy, @RepGarretGraves and @SenJohnKennedy #LA06 #LApol #WontBeErased https://t.co/o2h00zkStd",0,1
"📈 “Lift Restrictions on Gay Men Donating Blood” just hit 5 signers!

✒️ Sign it to send a copy to your officials: https://t.co/1aR4hHuQag https://t.co/A10b2Kfr3K",0,1
"Honestly speaking I'm always gonna stand for gender equality. And put up a fight against all forms of abuse, domestic violence, rape, tribalism/racism.  Join this movement @AmnestyMontreal @AmnestyNigeria https://t.co/1XpqsIWnYg",0,1
"Rest in power to every woman, child and LGBTQIA+ person we have lost to gender-based violence in 2020 and the past. We will not forget you. We will keep fighting the femicide. We will keep the energy 💜
#KeepTheEnergy #notogenderbasedviolence https://t.co/phDcamzwy9",0,1
"Here's What Happened: Princess Peach's Castle is under attack by Homophobia! For some reason, Kuromi just kept growing bigger and bigger! As they enjoyed the sunset, Glenn Quagmire looked at Kuromi in the eyes and said 'You Hungry?' That's All!",0,1
"Many Canadians want to donate blood in Canada, but are banned due to being gay, bi, or trans. @JustinTrudeau said he would end the #BloodBan in 2015, and as of today he *still* hasn’t! I will remind him of his promise every single day until he gets it done! #LGBTQ",0,1
"Happy #NewYearsEve! We're counting down your Top 5 most read online news stories of 2020 – and statewide, at No. 1: Black transgender man killed by Tallahassee police in shooting https://t.co/whOgg5nGsQ https://t.co/FrdMv70K9Z",0,1
"Transgender Woman Murdered Christmas Day on South Side Was “Trying to Better Herself”....

#Pride #WontBeErased #StopTheHate #EqualityAct #NoTransBan 
#TransIsBeautiful #TransLivesMatter #DefyTheName #LoveIsLove
https://t.co/SM6nISbrDx",0,1
"I love how. Most of the time, my mind is like, that one, the horrible person, the mass murderer, the war criminal, that one deserves your love. That one should be your favorite.

And then my OTP is always some gay non-canon ship that includes the said character. https://t.co/0xjiCJaniC",0,1
Aizawa gave Shinso detention because he attacked Todoroki for 'being gay',0,1
I would like to thank 2020 for bringing bisexual queen/husband-murderer Dame Carole Baskin into our lives,0,1
"This year has reaffirmed that queer and trans liberation is inextricable from the liberation of all marginalized people.
https://t.co/tHJzIZWyRX",0,1
"Russia Prosecutor General, investigate mass murder and torture of #LGBT people in #Chechnya - Sign the Petition! https://t.co/yZX0hs8F1K via @Change",0,1
"“He mixed drugs in my drinks &amp; raped me inside car suspecting i was to expose his dirty gay acts” - Canary Mugume  Mugume’s ex-girlfriend Leak his dark secrets (Screenshots) @CanaryMugume @CherryGisha
https://t.co/uHLSh7INl6",0,1
"""The T utilizes the current structure of victimhood culture to its fullest, is against anyone who does not identify as LGBT. More specifically, the transgender movement publicly shames, LGB individuals who adhere to a sex-based definition of their group"" https://t.co/xQQ8bs51EP",0,1
Police are searching for suspects after the Dec. 18 stabbing. https://t.co/eiKCGU5FwN,0,1
South Boston Stabbing Victim Believes Attack Had To Do With 'Gay Hate'  https://t.co/5Ffr4YUtBE,0,1
what the fuck is Gender bitch ill fucking kill u,2,1
"If one wished for an example of how little information some require before zealously affirming the supposed gender of a person they have never met and the willingness of same to promote violence, hurl abuse, and vilify people, the responses to my tweet re me &amp; my son are useful.",0,1
Is Done dead Noir a gatekeeper and gay because Fea has no morals,0,1
"So this is what @nydems are going to do with their super majority! After another teenager was just shot, they will remove another deterrent to commit violent crime&amp; murder. I wonder @bradhoylman how does this work with hate crimes against the LGBTQ community you claim to protect https://t.co/Lq8wL0Dkun",0,1
Opened my window at the Starbucks drive through to pay and I was blasting Murder on the Dancefloor at full volume...yes I’m gay,0,1
"Ladies, theys, and gays, don’t worry even after 6 yrs romance isn’t dead 
Mike: you smell good
Me: nah I don’t 
Mike: well better than it smelled when I was in the bathroom this morning 
....🙃",0,1
Oh man I cannot wait until I get out of work today so I can spend an evening obsessing about the 1959 clash of gays and cops that took place at a Los Angeles donut joint.,0,1
i hate when GAY people DIE,0,1
"That was how one man told me the lady in the picture with him is his best friend that just died, whereas na wedding photoshoot.

Is this the gender you want to fight another lady for? GIRL BYEEEEE.",0,1
"It was brought to the Supreme Court by Aimee Stephens, who died a few months back from complications of kidney failure. 

Check all info below:
https://t.co/ddkG8WRGjf

#dataethics #ownyourdata #changetheconversation #tjdoesdata https://t.co/YNfTz8dhEF",0,1
"Name: Alex Benedetto

Age: 27

Height: 5’5 (167 cm)

Eyes: Blue

Hair: black

Blood Type: O-

Allergies: Marshmallows (lethal if ingested in medium amounts)
Requires Emergency EpiPens

Sexuality: Bisexual (no lean)

Gender: Cis-Female",0,1
"before I die doing an analysis of the subtitles, I would like to say that yoongi has what I would qualify as a panicked gay laugh https://t.co/SdmgBb5n9A",0,1
"Patient name: vasu s
Age: 29
Gender: male
Blood group: A+
No of units : 1 sdp 
Fresh/packets: fresh
Purpose : low platelets 
Need by 28th dec 2020
Hospital name/ location :hgc cancer hospital 
Contact: 7799852626
@BloodAid",0,1
"“We notice that people are talking a lot about social isolation when they call and concerns about being unemployed or underemployed, and then a lot more talk about being in abuse domestic family or intimate partner situations...""- Bri Barnett (TL) https://t.co/zW56JA2ZT5",0,1
matt homosexual rage against the machine fashion /mu/ assassin more like in my ass (please) jack black looks like chris ? i wish kurt cobain shot me instead,1,1
"2 truths and a lie 

-my happiness is dependent on a “dead” boyband 
-my ex boyfriend turned out gay and told me it took me being a crappy girlfriend to figure it out
-i have more than 10k followers on tik tok",0,1
"making sense of Romanism made easy:

""In America, Catholics are inspired to laud [Coney Barrett] whose...confirmation has pitted her style of Catholicism against [Biden]....[US] Bishops tell us Barrett can receive communion, but Biden cannot."" https://t.co/NIqv73oC0l",0,1
this is my accomplice he collects all the persona fragments i dont want to. [throws gun @ him] do it bisexual,0,1
I ain’t trying be disrespectful but gay ppl got to chill on trying shot their shoot at straight men that shit uncomfortable and disrespectful,1,1
Disgusting! Unbelievable in 2020 we continue to see our LGBTQ brothers and sisters violently attacked. Unacceptable. Please call the authorities with any information regarding this attack. Teen Injured in Violent Anti-LGBTQ Attack in the Bronx https://t.co/XwkT2RT6WG,0,1
"I can't believe iss desh me aise chutiye hain jo sochte hain gay marriage legalize karne se pedophilia badh jayega. As if....... rape of women and children by heterosexual men wasn't problematic enough, statistically speaking.",1,1
"""... queer men beefing me here are ppl I rejected in some way, and that is the honest T. Either I didn't follow them back, or respond to their messages or DMS, or tweets or whatever. Then they go from being thirsty to joining any bandwagon that attacks you.""

LMAOO I DON DIE",0,1
"Here are my favorites I read this year:
*Kim Jiyoung, Born 1982 | Cho Nam-Joo
*Becoming Duchess Goldblatt |@duchessgoldblat 
*Your House Will Pay | Steph Cha
*Last Call: A True Story of Love, Lust, and Murder in Queer New York | @elongreen Pre-Order: https://t.co/HRslZ0j7x5

1/?",0,1
listening to mika outside of the blood clinic like that won’t get me clocked as gay &amp; get refused service,0,1
"#FBI agent AJ Madrigal must stop a killer preying on #LGBT in WeHo.

Read now #KindleUnlimited 

https://t.co/0CJu67HXNf",0,1
"He’s cute, he’s also gay and dead! Two things that make him a little unavailable to you, missy!",0,1
"75-years from the End of World War II... Bombing of Hiroshima: The US B29 Superfortress bomber, ‘Enola Gay’, dropped an atomic bomb on Hiroshima, Japan, 6 August 1945. #Military #Veterans #JohnJayCollege #WWII https://t.co/H5VCSbPSZI",0,1
"While rigging the tax code in favor of themselves and the wealthiest amongst us, they distract you with shiny objects like immigration, war on Christmas, transgender individuals serving in the military, Muslim ban, abortions, border wall etc.",0,1
"New writer, Benjamin Butcher, talks about how he learned more about himself and how to date by doing it frequently. 
""Tell a man he has to wear a condom and you will learn all kinds of things about him.""
https://t.co/Ecqud3bOoF #dating #LGBTQ #selfgrowth",0,1
"Damian✌🏾
Jimothy👌🏾
Bomb✌🏾

Get yours for30k (UGX) apiece
Let's talk about size, colour etc.
Text/call/WhatsApp +256708527276

Teez by BOISTEROUS and LittleBOISTEROUS are NOT gender specific https://t.co/kMUwMH41OI",0,1
"An extravagant gay Drow swashbuckler rogue, who would do almost anything to destroy their enemies, fears mountains, &amp; would love to have children one day. 
 #dnd #dungeonsanddragons #characters",0,1
"Girl or Boy? 

Find out your baby's gender months earlier than other methods with the SneakPeek Early Baby Gender Blood Test.  We offer the SneakPeek Test at Ob/Gyn Associates of Alabama! Call to find out how to purchase yours today at 205-271-1600. 

https://t.co/gLjzt2FrDh",0,1
"We all have a role to play in ending gender-based violence.

By supporting Shelter Movers today, you could help someone break the cycle of abuse. Visit https://t.co/TtSMXezuZx to give.

#IPV #VAW #GBV #abuse #violence #survivors #activism #community #Canada #ShelterMovers https://t.co/Ua1TAg1sQU",0,1
"stop rationalizing unethical/immoral behaviour with deficient legislation

the constitution isn't the benchmark for deciding what's right or fair

i'm tired of people quoting nigerian law in conversations on rape/consent/homophobia where the focus isn't policy but principle.",0,1
"“You have to [call your shot] sometimes,” says @Jordan_Blade92. “If you don’t invest in yourself and believe in yourself then who else is going to?” https://t.co/wEWP5qg5p5",0,1
"But 99% of the problems we face will still be there in 2021

-Climate Change
-Police Brutality
-Billionaires
-Mass Incarceration
-Excessive Military Budgets
-Underrepresentation in positions of power (Womxn, POC, LGBT+, etc)

We’ve always had these issues, 2020 just exposed them",0,1
"The Oxford Handbook of Gender, War, and the Western World since 1600  
Edited by Karen Hagemann, Stefan Dudink, and Sonya O. Rose 
https://t.co/CbhTtHBOLz",0,1
"Congratulations to Director of Graduate Studies and #UICLAS faculty Ronak Kapadia for winning the 2020 Surveillance Studies Network Book Prize with his book ""Insurgent Aesthetics: Security and the Queer Life of the Forever War""! https://t.co/XUk8Fgvx3F",0,1
Teddy really name her daughter after her dead lesbian lover yes 😭😭,0,1
"Tears of joy as #LGBTQ #asylum seeker battered by police wins fight to stay in #Liverpool. An LGBTQ asylum seeker described tears of joy when a judge said they could stay in Liverpool after fleeing murder, police brutality, discrimination in El Salvador. https://t.co/b2mnuz27BT https://t.co/NEHL70RN7s",0,1
This 2 pictures about to ignite a gender war..... I need Vodka &amp; asun please. https://t.co/VK3yEcsbsK,0,1
"Kaguya-Sama: Love is War! We reminisce about T9 texts, dive into what makes a queer icon, and reveal the true meaning of love!

Listen here: https://t.co/1WsSnDuT1W
Or wherever podcasts are found!

#KaguyaSama #LoveIsWar #KaguyaSamaLoveIsWar #Anime #Podcast #AnimePodcast #anitwt",0,1
Looking forward to the day when both genders will constructively have a discussion geared at fixing the shortfalls of each other without the constant gender war/violence.,0,1
"gabriel: lgbt community get behind me

lgbt community: gabriel wait

*GUNSHOT*

lgbt community: finally this bitch is dead",1,1
Rudy Gay is the guy that takes the tough shots at the end of the shot clock that no one else want to take. Take it for what it is,0,1
"// Lesbian fetishization // lesbophobia // Ted bundy // abuse ment
-
I’m so tired of straight girls trying to invalidate actual issues surrounding lesbians in media/srs https://t.co/wpPkbT7cEJ",0,1
"Playing Call of Duty: Cold War w/ Angel, where you can choose your gender, including non-binary.

In one cut scene, you interact with the president. Angel turns to me and says “The most unrealistic part of this entire game is that Ronald Reagan respects your pronouns.” 😂 https://t.co/SeofByEQz9",0,1
"tankies be like 'i can excuse colonialism, the reinvention of the class system, police brutality, homophobia, racism, antisemitism, genocides,",0,1
"A trans woman seeking asylum has been held in a men’s detention facility for almost a year, suffering horrific abuse from both inmates and guards. @JoeBiden, you campaigned on LGBTQ equality. What are going to do to free trans people from these facilities? https://t.co/vogx9sGkv3",0,1
"Some people here ehn. I keep wondering how miserable your life is that it's only gender war they always see you. I used to think it was just bants but, it's obvious some of you are just living a miserable life &amp; you need that negative energy to feel alive. God will heal y'all.",0,1
"LGBTQ blood saves lives. Federal blood donation policies must be based in science rather than stigma.  
https://t.co/vxr90qSJZ9",0,1
"The Trump administration's new asylum policy is heartless &amp; cruel. If enacted, the U.S. will deport thousands of LGBTQ and HIV-positive refugees back to persecution, torture, &amp; death. https://t.co/DDLVXcao6X",0,1
"Kinda crazy I watched Californication like 2 years ago and loved it but this time around I can’t really shake the misogyny, homophobia, and INTENSE glorification of substance abuse. Blech.",0,1
"I'm no longer calling it ""Coronavirus"" or ""Covid-19"", it's now the ""Oogley Boogley"" and it's coming to get us and cause us to attack one another more just like race, gender and global warming....",0,1
young queer kids don't know that coming up to the 1980s being quuer was starting to be more accepted but then the aids epidemic happened and destroyed so much. It's sad and I wish there was a way to teach them more about the true history of the group they're a part of.,0,1
"Since y’all know it all how can I trust men after being misguided, not considered for, abused mentally and physically and raped by your gender. On different occasions by different people. How do I open myself up to NOT hating the male gender.",0,1
"So whilst everyone is focusing on the #LGBT angle (which would be nice to see developed) in #RevoltingRhymes, why is no-one mentioning how red killed multiple characters without charge &amp; lived happily ever after, if this isn't #whiteprivilege I don't know what is. 😂 🤣 😂 https://t.co/Gy8tk5RlQU",0,1
"When you're trying to catalogue Open Grave starring #SharlitoCopley and the barcode scans as a lesbian horror Dead Dont Die in Dallas.

#physicalmedia
#physicalmediaproblems
#barcode https://t.co/f4Zaudjqwa",0,1
